index,YearStart,LocationAbbr,Data_Value,Latitude,Longitude,Sample_Size,Question,Age_Category,States,Counties,Stratification1
4850,1970-01-01 00:00:00.000002008,NY,13.1,42.82700103200045,-75.54397042699964,50174.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,47.0,2092.0,Female
4851,1970-01-01 00:00:00.000002012,MN,12.4,46.35564873600049,-94.79420050299967,5771.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,1.0,392.0,Hispanic
4852,1970-01-01 00:00:00.000002014,KY,3.7,37.645970271000465,-84.77497104799966,1050.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,36.0,235.0,3 - 5
4853,1970-01-01 00:00:00.000002012,IN,15.8,39.766910452000445,-86.14996019399968,21308.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,35.0,1904.0,36 - 47
4854,1970-01-01 00:00:00.000002016,OK,10.9,35.47203135600046,-97.52107021399968,1223.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,20.0,712.0,Asian/Pacific Islander
4855,1970-01-01 00:00:00.000002014,OK,15.1,35.47203135600046,-97.52107021399968,946.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,20.0,712.0,Asian/Pacific Islander
4857,1970-01-01 00:00:00.000002012,NE,18.9,41.6410409880005,-99.36572062299967,354.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,19.0,2243.0,American Indian/Alaska Native
4858,1970-01-01 00:00:00.000002008,NV,13.5,39.493240390000494,-117.07184056399967,495.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,10.0,481.0,Asian/Pacific Islander
4859,1970-01-01 00:00:00.000002010,VT,20.0,43.62538123900049,-72.51764079099962,90.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,28.0,3218.0,Hispanic
4861,1970-01-01 00:00:00.000002014,ME,13.9,45.254228894000505,-68.98503133599962,4410.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,49.0,1725.0,Female
4862,1970-01-01 00:00:00.000002012,UT,12.3,39.360700171000474,-111.58713063499971,25645.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,13.0,900.0,Total
4864,1970-01-01 00:00:00.000002014,MD,17.1,39.29058096400047,-76.60926011099963,11174.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,45.0,1857.0,48 - 59
4865,1970-01-01 00:00:00.000002012,NY,17.3,42.82700103200045,-75.54397042699964,39150.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,47.0,2092.0,48 - 59
4866,1970-01-01 00:00:00.000002014,AK,15.3,64.84507995700051,-147.72205903599973,444.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,51.0,1673.0,Non-Hispanic Black
4867,1970-01-01 00:00:00.000002016,ND,20.5,47.47531977900047,-100.11842104899966,1119.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,3.0,568.0,American Indian/Alaska Native
4868,1970-01-01 00:00:00.000002010,KY,22.3,37.645970271000465,-84.77497104799966,2484.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,36.0,235.0,Hispanic
4869,1970-01-01 00:00:00.000002016,NJ,18.4,40.13057004800049,-74.27369128799967,29961.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,46.0,489.0,Hispanic
4870,1970-01-01 00:00:00.000002008,LA,14.9,31.31266064400046,-92.44568007099969,4279.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,22.0,1697.0,6 - 11
4871,1970-01-01 00:00:00.000002016,ME,7.0,45.254228894000505,-68.98503133599962,143.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,49.0,1725.0,American Indian/Alaska Native
4872,1970-01-01 00:00:00.000002016,VT,11.4,43.62538123900049,-72.51764079099962,1176.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,28.0,3218.0,12 - 17
4873,1970-01-01 00:00:00.000002014,MT,9.3,47.06652897200047,-109.42442064499971,7291.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,2.0,2283.0,Total
4874,1970-01-01 00:00:00.000002010,NM,25.0,34.52088095200048,-106.24058098499967,597.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,11.0,616.0,American Indian/Alaska Native
4875,1970-01-01 00:00:00.000002010,KY,18.2,37.645970271000465,-84.77497104799966,45761.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,36.0,235.0,Total
4876,1970-01-01 00:00:00.000002012,NM,15.0,34.52088095200048,-106.24058098499967,5134.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,11.0,616.0,48 - 59
4877,1970-01-01 00:00:00.000002010,WI,15.2,44.39319117400049,-89.81637074199966,48524.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,41.0,3078.0,Total
4878,1970-01-01 00:00:00.000002016,MA,15.6,42.27687047000046,-72.08269067499964,12523.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,25.0,1919.0,Non-Hispanic White
4879,1970-01-01 00:00:00.000002010,KS,14.6,38.34774030000045,-98.20078122699965,15533.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,17.0,1287.0,Male
4880,1970-01-01 00:00:00.000002016,KS,11.7,38.34774030000045,-98.20078122699965,3534.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,17.0,1287.0,Non-Hispanic Black
4881,1970-01-01 00:00:00.000002014,ID,8.4,43.682630005000476,-114.3637300419997,13717.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,5.0,1687.0,Total
4882,1970-01-01 00:00:00.000002016,GA,10.8,32.83968109300048,-83.62758034599966,44773.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,31.0,1149.0,Male
4883,1970-01-01 00:00:00.000002010,IL,10.8,40.48501028300046,-88.99771017799969,65.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,34.0,1795.0,American Indian/Alaska Native
4884,1970-01-01 00:00:00.000002012,SC,12.6,33.998821303000454,-81.04537120699968,41384.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,33.0,2581.0,Total
4885,1970-01-01 00:00:00.000002016,SC,12.1,33.998821303000454,-81.04537120699968,12669.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,33.0,2581.0,36 - 47
4886,1970-01-01 00:00:00.000002010,NM,17.0,34.52088095200048,-106.24058098499967,11042.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,11.0,616.0,Male
4887,1970-01-01 00:00:00.000002010,MT,13.4,47.06652897200047,-109.42442064499971,514.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,2.0,2283.0,Hispanic
4888,1970-01-01 00:00:00.000002016,AK,14.6,64.84507995700051,-147.72205903599973,2592.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,51.0,1673.0,Female
4889,1970-01-01 00:00:00.000002010,DE,18.4,39.008830667000495,-75.57774116799965,2708.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,43.0,1046.0,36 - 47
4890,1970-01-01 00:00:00.000002016,MD,15.7,39.29058096400047,-76.60926011099963,25262.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,45.0,1857.0,Female
4891,1970-01-01 00:00:00.000002008,SD,14.6,44.353130053000484,-100.3735306369997,3482.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,21.0,2732.0,Female
4892,1970-01-01 00:00:00.000002016,MI,16.9,44.6613195430005,-84.71439026999968,13639.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,50.0,436.0,48 - 59
4893,1970-01-01 00:00:00.000002010,NY,13.3,42.82700103200045,-75.54397042699964,51603.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,47.0,2092.0,12 - 17
4894,1970-01-01 00:00:00.000002012,MS,11.6,32.745510099000455,-89.53803082499968,173.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,32.0,494.0,Asian/Pacific Islander
4895,1970-01-01 00:00:00.000002014,MN,15.8,46.35564873600049,-94.79420050299967,13039.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,1.0,392.0,48 - 59
4896,1970-01-01 00:00:00.000002014,VA,21.1,37.54268067400045,-78.45789046299967,19956.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,40.0,2758.0,Female
4898,1970-01-01 00:00:00.000002014,DE,17.8,39.008830667000495,-75.57774116799965,3694.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,43.0,1046.0,Male
4899,1970-01-01 00:00:00.000002014,NJ,13.8,40.13057004800049,-74.27369128799967,2079.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,46.0,489.0,Asian/Pacific Islander
4900,1970-01-01 00:00:00.000002014,OK,11.5,35.47203135600046,-97.52107021399968,5027.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,20.0,712.0,Non-Hispanic Black
4901,1970-01-01 00:00:00.000002012,ME,11.0,45.254228894000505,-68.98503133599962,173.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,49.0,1725.0,Asian/Pacific Islander
4902,1970-01-01 00:00:00.000002010,UT,16.7,39.360700171000474,-111.58713063499971,8869.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,13.0,900.0,36 - 47
4903,1970-01-01 00:00:00.000002014,NC,16.3,35.466220975000454,-79.15925046299964,47035.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,37.0,2390.0,Male
4904,1970-01-01 00:00:00.000002008,GA,14.0,32.83968109300048,-83.62758034599966,23696.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,31.0,1149.0,18 - 23
4905,1970-01-01 00:00:00.000002016,NC,11.2,35.466220975000454,-79.15925046299964,2244.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,37.0,2390.0,Asian/Pacific Islander
4906,1970-01-01 00:00:00.000002010,MI,20.5,44.6613195430005,-84.71439026999968,13436.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,50.0,436.0,Hispanic
4907,1970-01-01 00:00:00.000002008,NE,11.4,41.6410409880005,-99.36572062299967,7585.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,19.0,2243.0,Non-Hispanic White
4908,1970-01-01 00:00:00.000002016,ME,10.2,45.254228894000505,-68.98503133599962,6506.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,49.0,1725.0,Non-Hispanic White
4909,1970-01-01 00:00:00.000002012,AR,16.6,34.74865012400045,-92.27449074299966,7673.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,15.0,998.0,48 - 59
4910,1970-01-01 00:00:00.000002012,WA,13.7,47.52227862900048,-120.47001078999972,32691.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,6.0,2956.0,Male
4911,1970-01-01 00:00:00.000002012,UT,6.0,39.360700171000474,-111.58713063499971,22940.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,13.0,900.0,Total
4912,1970-01-01 00:00:00.000002016,TN,11.7,35.68094058000048,-85.77449091399967,18659.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,39.0,2159.0,6 - 11
4913,1970-01-01 00:00:00.000002016,DC,11.0,38.89037138500049,-77.03196112699965,3513.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,44.0,1049.0,Non-Hispanic Black
4914,1970-01-01 00:00:00.000002014,ND,14.4,47.47531977900047,-100.11842104899966,1344.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,3.0,568.0,12 - 17
4915,1970-01-01 00:00:00.000002012,IN,12.9,39.766910452000445,-86.14996019399968,33120.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,35.0,1904.0,Total
4916,1970-01-01 00:00:00.000002016,PA,11.6,40.79373015200048,-77.86070029399963,3362.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,48.0,2495.0,Asian/Pacific Islander
4917,1970-01-01 00:00:00.000002008,CO,14.5,38.843840757000464,-106.13361092099967,15562.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,9.0,1398.0,Female
4918,1970-01-01 00:00:00.000002012,TN,15.2,35.68094058000048,-85.77449091399967,53034.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,39.0,2159.0,Total
4919,1970-01-01 00:00:00.000002012,LA,13.8,31.31266064400046,-92.44568007099969,43459.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,22.0,1697.0,Total
4921,1970-01-01 00:00:00.000002008,SD,15.2,44.353130053000484,-100.3735306369997,2726.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,21.0,2732.0,Female
4922,1970-01-01 00:00:00.000002012,OH,13.5,40.06021014100048,-82.40426005599966,34045.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,38.0,587.0,36 - 47
4923,1970-01-01 00:00:00.000002016,LA,13.8,31.31266064400046,-92.44568007099969,12823.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,22.0,1697.0,36 - 47
4924,1970-01-01 00:00:00.000002016,AR,13.1,34.74865012400045,-92.27449074299966,11543.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,15.0,998.0,Female
4925,1970-01-01 00:00:00.000002012,OR,9.5,44.56744942400047,-120.15503132599969,11465.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,12.0,2452.0,6 - 11
4926,1970-01-01 00:00:00.000002010,WA,10.5,47.52227862900048,-120.47001078999972,28568.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,6.0,2956.0,Non-Hispanic White
4927,1970-01-01 00:00:00.000002016,CO,6.6,38.843840757000464,-106.13361092099967,9651.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,9.0,1398.0,12 - 17
4928,1970-01-01 00:00:00.000002010,NJ,17.3,40.13057004800049,-74.27369128799967,29759.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,46.0,489.0,Female
4929,1970-01-01 00:00:00.000002008,NV,11.1,39.493240390000494,-117.07184056399967,713.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,10.0,481.0,Asian/Pacific Islander
4930,1970-01-01 00:00:00.000002016,CO,6.1,38.843840757000464,-106.13361092099967,33218.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,9.0,1398.0,Total
4931,1970-01-01 00:00:00.000002016,SD,21.5,44.353130053000484,-100.3735306369997,2400.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,21.0,2732.0,American Indian/Alaska Native
4933,1970-01-01 00:00:00.000002008,AK,18.5,64.84507995700051,-147.72205903599973,844.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,51.0,1673.0,Asian/Pacific Islander
4934,1970-01-01 00:00:00.000002008,NE,16.1,41.6410409880005,-99.36572062299967,5750.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,19.0,2243.0,36 - 47
4935,1970-01-01 00:00:00.000002010,PA,14.9,40.79373015200048,-77.86070029399963,48998.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,48.0,2495.0,Non-Hispanic White
4936,1970-01-01 00:00:00.000002010,OR,11.9,44.56744942400047,-120.15503132599969,13756.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,12.0,2452.0,Hispanic
4937,1970-01-01 00:00:00.000002008,ME,16.2,45.254228894000505,-68.98503133599962,3774.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,49.0,1725.0,24 - 35
4938,1970-01-01 00:00:00.000002010,WY,15.3,43.23554134300048,-108.10983035299967,1239.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,14.0,3084.0,Hispanic
4939,1970-01-01 00:00:00.000002014,MS,15.9,32.745510099000455,-89.53803082499968,10596.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,32.0,494.0,Non-Hispanic Black
4941,1970-01-01 00:00:00.000002012,LA,18.4,31.31266064400046,-92.44568007099969,2359.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,22.0,1697.0,Hispanic
4942,1970-01-01 00:00:00.000002008,VA,17.7,37.54268067400045,-78.45789046299967,1246.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,40.0,2758.0,Asian/Pacific Islander
4943,1970-01-01 00:00:00.000002010,OK,17.7,35.47203135600046,-97.52107021399968,18634.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,20.0,712.0,Female
4944,1970-01-01 00:00:00.000002012,IL,16.0,40.48501028300046,-88.99771017799969,36739.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,34.0,1795.0,36 - 47
4945,1970-01-01 00:00:00.000002014,MS,12.7,32.745510099000455,-89.53803082499968,433.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,32.0,494.0,Asian/Pacific Islander
4946,1970-01-01 00:00:00.000002010,LA,13.8,31.31266064400046,-92.44568007099969,48148.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,22.0,1697.0,Total
4947,1970-01-01 00:00:00.000002010,ID,14.0,43.682630005000476,-114.3637300419997,4691.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,5.0,1687.0,48 - 59
4948,1970-01-01 00:00:00.000002014,TX,15.4,31.827240407000488,-99.42677020599967,131619.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,23.0,3109.0,24 - 35
4949,1970-01-01 00:00:00.000002008,MT,8.8,47.06652897200047,-109.42442064499971,80.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,2.0,2283.0,Asian/Pacific Islander
4950,1970-01-01 00:00:00.000002010,MI,16.7,44.6613195430005,-84.71439026999968,43280.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,50.0,436.0,Male
4952,1970-01-01 00:00:00.000002016,FL,7.7,28.932040377000476,-81.92896053899966,3625.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,30.0,1112.0,Asian/Pacific Islander
4953,1970-01-01 00:00:00.000002014,CO,7.0,38.843840757000464,-106.13361092099967,2859.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,9.0,1398.0,Non-Hispanic Black
4954,1970-01-01 00:00:00.000002010,IL,17.0,40.48501028300046,-88.99771017799969,31983.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,34.0,1795.0,Hispanic
4955,1970-01-01 00:00:00.000002008,OK,18.3,35.47203135600046,-97.52107021399968,8972.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,20.0,712.0,Hispanic
4956,1970-01-01 00:00:00.000002016,DC,8.9,38.89037138500049,-77.03196112699965,3513.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,44.0,1049.0,Non-Hispanic Black
4957,1970-01-01 00:00:00.000002010,NM,14.5,34.52088095200048,-106.24058098499967,10926.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,11.0,616.0,Female
4958,1970-01-01 00:00:00.000002008,OK,16.4,35.47203135600046,-97.52107021399968,7127.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,20.0,712.0,48 - 59
4959,1970-01-01 00:00:00.000002010,CT,15.7,41.56266102000046,-72.64984095199964,8087.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,24.0,1043.0,36 - 47
4960,1970-01-01 00:00:00.000002014,DC,13.8,38.89037138500049,-77.03196112699965,1622.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,44.0,1049.0,36 - 47
4961,1970-01-01 00:00:00.000002008,IA,16.1,42.46940091300047,-93.81649055599968,3109.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,16.0,281.0,Non-Hispanic Black
4962,1970-01-01 00:00:00.000002016,DC,10.9,38.89037138500049,-77.03196112699965,393.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,44.0,1049.0,18 - 23
4963,1970-01-01 00:00:00.000002016,NE,16.5,41.6410409880005,-99.36572062299967,3748.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,19.0,2243.0,48 - 59
4964,1970-01-01 00:00:00.000002016,HI,10.2,21.304850435000446,-157.85774940299973,3987.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,4.0,1657.0,36 - 47
4965,1970-01-01 00:00:00.000002012,MI,14.6,44.6613195430005,-84.71439026999968,32620.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,50.0,436.0,36 - 47
4966,1970-01-01 00:00:00.000002016,OH,14.2,40.06021014100048,-82.40426005599966,19735.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,38.0,587.0,12 - 17
4967,1970-01-01 00:00:00.000002010,NM,7.9,34.52088095200048,-106.24058098499967,606.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,11.0,616.0,3 - 5
4968,1970-01-01 00:00:00.000002010,FL,15.1,28.932040377000476,-81.92896053899966,95680.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,30.0,1112.0,Female
4969,1970-01-01 00:00:00.000002014,CT,9.9,41.56266102000046,-72.64984095199964,2675.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,24.0,1043.0,Non-Hispanic Black
4970,1970-01-01 00:00:00.000002008,DE,16.0,39.008830667000495,-75.57774116799965,2627.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,43.0,1046.0,24 - 35
4971,1970-01-01 00:00:00.000002014,ND,16.0,47.47531977900047,-100.11842104899966,2391.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,3.0,568.0,Male
4972,1970-01-01 00:00:00.000002016,ID,9.5,43.682630005000476,-114.3637300419997,5781.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,5.0,1687.0,24 - 35
4973,1970-01-01 00:00:00.000002014,WA,14.1,47.52227862900048,-120.47001078999972,26531.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,6.0,2956.0,36 - 47
4974,1970-01-01 00:00:00.000002014,DE,13.3,39.008830667000495,-75.57774116799965,2498.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,43.0,1046.0,Non-Hispanic Black
4975,1970-01-01 00:00:00.000002016,NJ,10.9,40.13057004800049,-74.27369128799967,9704.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,46.0,489.0,Non-Hispanic White
4976,1970-01-01 00:00:00.000002012,AK,18.0,64.84507995700051,-147.72205903599973,3550.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,51.0,1673.0,24 - 35
4977,1970-01-01 00:00:00.000002014,AR,17.6,34.74865012400045,-92.27449074299966,5922.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,15.0,998.0,Hispanic
4978,1970-01-01 00:00:00.000002016,ME,15.9,45.254228894000505,-68.98503133599962,3233.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,49.0,1725.0,24 - 35
4979,1970-01-01 00:00:00.000002012,OR,12.6,44.56744942400047,-120.15503132599969,19606.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,12.0,2452.0,Non-Hispanic White
4980,1970-01-01 00:00:00.000002016,AK,21.3,64.84507995700051,-147.72205903599973,765.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,51.0,1673.0,Asian/Pacific Islander
4981,1970-01-01 00:00:00.000002008,TX,18.8,31.827240407000488,-99.42677020599967,144570.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,23.0,3109.0,Hispanic
4982,1970-01-01 00:00:00.000002014,MT,12.5,47.06652897200047,-109.42442064499971,2468.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,2.0,2283.0,36 - 47
4983,1970-01-01 00:00:00.000002010,NM,17.5,34.52088095200048,-106.24058098499967,183.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,11.0,616.0,Asian/Pacific Islander
4984,1970-01-01 00:00:00.000002016,RI,15.4,41.70828019300046,-71.52247031399963,1234.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,27.0,2658.0,Non-Hispanic Black
4985,1970-01-01 00:00:00.000002010,LA,15.8,31.31266064400046,-92.44568007099969,487.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,22.0,1697.0,Asian/Pacific Islander
4987,1970-01-01 00:00:00.000002008,OH,12.1,40.06021014100048,-82.40426005599966,31391.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,38.0,587.0,Non-Hispanic Black
4988,1970-01-01 00:00:00.000002012,SD,16.9,44.353130053000484,-100.3735306369997,2878.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,21.0,2732.0,36 - 47
4989,1970-01-01 00:00:00.000002014,OH,15.8,40.06021014100048,-82.40426005599966,81440.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,38.0,587.0,Total
4990,1970-01-01 00:00:00.000002010,MO,11.7,38.635790776000476,-92.56630005299968,30932.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,18.0,532.0,Non-Hispanic White
4991,1970-01-01 00:00:00.000002016,DE,15.8,39.008830667000495,-75.57774116799965,3505.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,43.0,1046.0,Male
4992,1970-01-01 00:00:00.000002008,IL,15.4,40.48501028300046,-88.99771017799969,91.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,34.0,1795.0,American Indian/Alaska Native
4993,1970-01-01 00:00:00.000002012,ID,27.5,43.682630005000476,-114.3637300419997,411.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,5.0,1687.0,American Indian/Alaska Native
4995,1970-01-01 00:00:00.000002008,TX,18.1,31.827240407000488,-99.42677020599967,82763.0,Percent of WIC children aged 2 to 4 years who have obesity,aged 2 to 4 year,23.0,3109.0,48 - 59
4998,1970-01-01 00:00:00.000002008,ND,16.4,47.47531977900047,-100.11842104899966,2988.0,Percent of WIC children aged 2 to 4 years who have an overweight classification,aged 2 to 4 year,3.0,568.0,Non-Hispanic White
4999,1970-01-01 00:00:00.000002016,NV,10.5,39.493240390000494,-117.07184056399967,5404.0,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3-23 months old,10.0,481.0,Non-Hispanic White
